number,short_description,description,category,subcategory,priority,urgency,impact,state,assignment_group,opened_at,resolved_at,close_notes
INC0010052,SSC1 Add Customer abending intermittently,"User selected option 2 (Cust Add) on SSC1. Transaction abended with code LGV0 during the VSAM mirror write in LGACVS01 (KSDSCUST). Db2 insert into CUSTOMER completed but VSAM write failed, leaving Db2/VSAM out of sync for this customer.

Duplicate/related incidents in this recurring thread: INC0010042, INC0010043, INC0010044, INC0010045, INC0010046, INC0010047, INC0010048, INC0010049, INC0010050, INC0010051 (10 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGACVS01
Abend code: LGV0
Return code: 80
Recurring pattern: PTN-001 (occurrence 11)
Related/duplicate incidents: INC0010042, INC0010043, INC0010044, INC0010045, INC0010046, INC0010047, INC0010048, INC0010049, INC0010050, INC0010051
Suggested assignment group: CICS Systems Programming",software,VSAM,2,2,2,Resolved,CICS Systems Programming,2026-07-12 12:13:11,2026-07-13 08:39:17,"Region SSPROD1 recycled, transaction resumed. Monitor for recurrence."
INC0010053,Customer add failing again on SSC1,"User selected option 2 (Cust Add) on SSC1. Transaction abended with code LGV0 during the VSAM mirror write in LGACVS01 (KSDSCUST). Db2 insert into CUSTOMER completed but VSAM write failed, leaving Db2/VSAM out of sync for this customer.

Duplicate/related incidents in this recurring thread: INC0010042, INC0010043, INC0010044, INC0010045, INC0010046, INC0010047, INC0010048, INC0010049, INC0010050, INC0010051, INC0010052 (11 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGACVS01
Abend code: LGV0
Return code: 80
Recurring pattern: PTN-001 (occurrence 12)
Related/duplicate incidents: INC0010042, INC0010043, INC0010044, INC0010045, INC0010046, INC0010047, INC0010048, INC0010049, INC0010050, INC0010051, INC0010052
Suggested assignment group: CICS Systems Programming",software,VSAM,2,2,2,Resolved,CICS Systems Programming,2026-07-16 09:34:41,2026-07-17 07:43:22,Recurred again post-bounce within 48 hrs. Escalating to storage team for KSDSCUST extend.
INC0010054,LGV0 abend recurring on customer add,"User selected option 2 (Cust Add) on SSC1. Transaction abended with code LGV0 during the VSAM mirror write in LGACVS01 (KSDSCUST). Db2 insert into CUSTOMER completed but VSAM write failed, leaving Db2/VSAM out of sync for this customer.

Duplicate/related incidents in this recurring thread: INC0010042, INC0010043, INC0010044, INC0010045, INC0010046, INC0010047, INC0010048, INC0010049, INC0010050, INC0010051, INC0010052, INC0010053 (12 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGACVS01
Abend code: LGV0
Return code: 80
Recurring pattern: PTN-001 (occurrence 13)
Related/duplicate incidents: INC0010042, INC0010043, INC0010044, INC0010045, INC0010046, INC0010047, INC0010048, INC0010049, INC0010050, INC0010051, INC0010052, INC0010053
Suggested assignment group: CICS Systems Programming",software,VSAM,2,2,2,Resolved,CICS Systems Programming,2026-07-23 17:44:15,2026-07-24 10:53:20,"Region SSPROD1 recycled, transaction resumed. Monitor for recurrence."
INC0010055,Add Customer transaction abending - repeat of last week,"User selected option 2 (Cust Add) on SSC1. Transaction abended with code LGV0 during the VSAM mirror write in LGACVS01 (KSDSCUST). Db2 insert into CUSTOMER completed but VSAM write failed, leaving Db2/VSAM out of sync for this customer.

Duplicate/related incidents in this recurring thread: INC0010042, INC0010043, INC0010044, INC0010045, INC0010046, INC0010047, INC0010048, INC0010049, INC0010050, INC0010051, INC0010052, INC0010053, INC0010054 (13 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGACVS01
Abend code: LGV0
Return code: 80
Recurring pattern: PTN-001 (occurrence 14)
Related/duplicate incidents: INC0010042, INC0010043, INC0010044, INC0010045, INC0010046, INC0010047, INC0010048, INC0010049, INC0010050, INC0010051, INC0010052, INC0010053, INC0010054
Suggested assignment group: CICS Systems Programming",software,VSAM,2,2,2,Resolved,CICS Systems Programming,2026-07-28 07:51:13,2026-07-28 18:00:06,"Same symptom as last week - bounced the CICS region, txn works again. Reopening reorg request."
INC0010056,SSC1 customer add still failing after region bounce,"User selected option 2 (Cust Add) on SSC1. Transaction abended with code LGV0 during the VSAM mirror write in LGACVS01 (KSDSCUST). Db2 insert into CUSTOMER completed but VSAM write failed, leaving Db2/VSAM out of sync for this customer.

Duplicate/related incidents in this recurring thread: INC0010042, INC0010043, INC0010044, INC0010045, INC0010046, INC0010047, INC0010048, INC0010049, INC0010050, INC0010051, INC0010052, INC0010053, INC0010054, INC0010055 (14 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGACVS01
Abend code: LGV0
Return code: 80
Recurring pattern: PTN-001 (occurrence 15)
Related/duplicate incidents: INC0010042, INC0010043, INC0010044, INC0010045, INC0010046, INC0010047, INC0010048, INC0010049, INC0010050, INC0010051, INC0010052, INC0010053, INC0010054, INC0010055
Suggested assignment group: CICS Systems Programming",software,VSAM,2,2,2,Resolved,CICS Systems Programming,2026-08-01 16:56:15,2026-08-02 14:45:25,"Root cause confirmed: KSDSCUST free space exhausted, causing repeated CI/CA splits to fail under concurrent Add Customer load. Ran IDCAMS REPRO to reorganize KSDSCUST with increased FREESPACE, and CA size increased. No further LGV0 abends since reorg."
INC0010057,Endowment policy update timing out,"User attempted Update Policy on SSP2 (endowment). LGUPDB01 received SQLCODE -911 (deadlock/timeout, rollback) while updating the POLICY row. Occurs most often during the overlapping batch reconciliation window.

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP2
Program: LGUPDB01
SQLCODE: -911
Return code: 90
Recurring pattern: PTN-002 (occurrence 1)
Suggested assignment group: Db2 DBA",software,Database,2,3,2,Resolved,Db2 DBA,2026-06-04 14:25:27,2026-06-05 17:04:48,"Identified and killed the blocking thread, user retried successfully. No permanent action taken."
INC0010058,SSP2 update hangs then fails,"User attempted Update Policy on SSP2 (endowment). LGUPDB01 received SQLCODE -911 (deadlock/timeout, rollback) while updating the POLICY row. Occurs most often during the overlapping batch reconciliation window.

Duplicate/related incidents in this recurring thread: INC0010057 (1 prior occurrence of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP2
Program: LGUPDB01
SQLCODE: -911
Return code: 90
Recurring pattern: PTN-002 (occurrence 2)
Related/duplicate incidents: INC0010057
Suggested assignment group: Db2 DBA",software,Database,2,3,2,Resolved,Db2 DBA,2026-06-09 10:47:15,2026-06-10 04:04:02,Overlap with GENABAT2 batch window confirmed again. Advised user to retry later; no schedule change made.
INC0010059,Policy update failing with SQL deadlock,"User attempted Update Policy on SSP2 (endowment). LGUPDB01 received SQLCODE -911 (deadlock/timeout, rollback) while updating the POLICY row. Occurs most often during the overlapping batch reconciliation window.

Duplicate/related incidents in this recurring thread: INC0010057, INC0010058 (2 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP2
Program: LGUPDB01
SQLCODE: -911
Return code: 90
Recurring pattern: PTN-002 (occurrence 3)
Related/duplicate incidents: INC0010057, INC0010058
Suggested assignment group: Db2 DBA",software,Database,2,3,2,Resolved,Db2 DBA,2026-06-14 16:25:15,2026-06-15 03:55:07,"Identified and killed the blocking thread, user retried successfully. No permanent action taken."
INC0010060,LGUPDB01 timeout during policy update - recurring,"User attempted Update Policy on SSP2 (endowment). LGUPDB01 received SQLCODE -911 (deadlock/timeout, rollback) while updating the POLICY row. Occurs most often during the overlapping batch reconciliation window.

Duplicate/related incidents in this recurring thread: INC0010057, INC0010058, INC0010059 (3 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP2
Program: LGUPDB01
SQLCODE: -911
Return code: 90
Recurring pattern: PTN-002 (occurrence 4)
Related/duplicate incidents: INC0010057, INC0010058, INC0010059
Suggested assignment group: Db2 DBA",software,Database,2,3,2,In Progress,Db2 DBA,2026-06-19 08:48:28,,
INC0010061,Endowment policy update timing out,"User attempted Update Policy on SSP2 (endowment). LGUPDB01 received SQLCODE -911 (deadlock/timeout, rollback) while updating the POLICY row. Occurs most often during the overlapping batch reconciliation window.

Duplicate/related incidents in this recurring thread: INC0010057, INC0010058, INC0010059, INC0010060 (4 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP2
Program: LGUPDB01
SQLCODE: -911
Return code: 90
Recurring pattern: PTN-002 (occurrence 5)
Related/duplicate incidents: INC0010057, INC0010058, INC0010059, INC0010060
Suggested assignment group: Db2 DBA",software,Database,2,3,2,Resolved,Db2 DBA,2026-06-26 17:27:03,2026-06-27 11:44:48,Overlap with GENABAT2 batch window confirmed again. Advised user to retry later; no schedule change made.
INC0010062,SSP2 update hangs then fails,"User attempted Update Policy on SSP2 (endowment). LGUPDB01 received SQLCODE -911 (deadlock/timeout, rollback) while updating the POLICY row. Occurs most often during the overlapping batch reconciliation window.

Duplicate/related incidents in this recurring thread: INC0010057, INC0010058, INC0010059, INC0010060, INC0010061 (5 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP2
Program: LGUPDB01
SQLCODE: -911
Return code: 90
Recurring pattern: PTN-002 (occurrence 6)
Related/duplicate incidents: INC0010057, INC0010058, INC0010059, INC0010060, INC0010061
Suggested assignment group: Db2 DBA",software,Database,2,3,2,Resolved,Db2 DBA,2026-06-29 15:16:28,2026-06-30 20:26:09,"Identified and killed the blocking thread, user retried successfully. No permanent action taken."
INC0010063,Policy update failing with SQL deadlock,"User attempted Update Policy on SSP2 (endowment). LGUPDB01 received SQLCODE -911 (deadlock/timeout, rollback) while updating the POLICY row. Occurs most often during the overlapping batch reconciliation window.

Duplicate/related incidents in this recurring thread: INC0010057, INC0010058, INC0010059, INC0010060, INC0010061, INC0010062 (6 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP2
Program: LGUPDB01
SQLCODE: -911
Return code: 90
Recurring pattern: PTN-002 (occurrence 7)
Related/duplicate incidents: INC0010057, INC0010058, INC0010059, INC0010060, INC0010061, INC0010062
Suggested assignment group: Db2 DBA",software,Database,2,3,2,Resolved,Db2 DBA,2026-07-05 08:43:26,2026-07-06 11:22:58,Overlap with GENABAT2 batch window confirmed again. Advised user to retry later; no schedule change made.
INC0010064,LGUPDB01 timeout during policy update - recurring,"User attempted Update Policy on SSP2 (endowment). LGUPDB01 received SQLCODE -911 (deadlock/timeout, rollback) while updating the POLICY row. Occurs most often during the overlapping batch reconciliation window.

Duplicate/related incidents in this recurring thread: INC0010057, INC0010058, INC0010059, INC0010060, INC0010061, INC0010062, INC0010063 (7 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP2
Program: LGUPDB01
SQLCODE: -911
Return code: 90
Recurring pattern: PTN-002 (occurrence 8)
Related/duplicate incidents: INC0010057, INC0010058, INC0010059, INC0010060, INC0010061, INC0010062, INC0010063
Suggested assignment group: Db2 DBA",software,Database,2,3,2,In Progress,Db2 DBA,2026-07-12 11:27:15,,
INC0010065,Endowment policy update timing out,"User attempted Update Policy on SSP2 (endowment). LGUPDB01 received SQLCODE -911 (deadlock/timeout, rollback) while updating the POLICY row. Occurs most often during the overlapping batch reconciliation window.

Duplicate/related incidents in this recurring thread: INC0010057, INC0010058, INC0010059, INC0010060, INC0010061, INC0010062, INC0010063, INC0010064 (8 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP2
Program: LGUPDB01
SQLCODE: -911
Return code: 90
Recurring pattern: PTN-002 (occurrence 9)
Related/duplicate incidents: INC0010057, INC0010058, INC0010059, INC0010060, INC0010061, INC0010062, INC0010063, INC0010064
Suggested assignment group: Db2 DBA",software,Database,2,3,2,Resolved,Db2 DBA,2026-07-15 11:32:40,2026-07-16 10:38:29,"Identified and killed the blocking thread, user retried successfully. No permanent action taken."
INC0010066,SSP2 update hangs then fails,"User attempted Update Policy on SSP2 (endowment). LGUPDB01 received SQLCODE -911 (deadlock/timeout, rollback) while updating the POLICY row. Occurs most often during the overlapping batch reconciliation window.

Duplicate/related incidents in this recurring thread: INC0010057, INC0010058, INC0010059, INC0010060, INC0010061, INC0010062, INC0010063, INC0010064, INC0010065 (9 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP2
Program: LGUPDB01
SQLCODE: -911
Return code: 90
Recurring pattern: PTN-002 (occurrence 10)
Related/duplicate incidents: INC0010057, INC0010058, INC0010059, INC0010060, INC0010061, INC0010062, INC0010063, INC0010064, INC0010065
Suggested assignment group: Db2 DBA",software,Database,2,3,2,Resolved,Db2 DBA,2026-07-21 11:53:16,2026-07-22 07:25:02,"Identified and killed the blocking thread, user retried successfully. No permanent action taken."
INC0010067,Policy update failing with SQL deadlock,"User attempted Update Policy on SSP2 (endowment). LGUPDB01 received SQLCODE -911 (deadlock/timeout, rollback) while updating the POLICY row. Occurs most often during the overlapping batch reconciliation window.

Duplicate/related incidents in this recurring thread: INC0010057, INC0010058, INC0010059, INC0010060, INC0010061, INC0010062, INC0010063, INC0010064, INC0010065, INC0010066 (10 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP2
Program: LGUPDB01
SQLCODE: -911
Return code: 90
Recurring pattern: PTN-002 (occurrence 11)
Related/duplicate incidents: INC0010057, INC0010058, INC0010059, INC0010060, INC0010061, INC0010062, INC0010063, INC0010064, INC0010065, INC0010066
Suggested assignment group: Db2 DBA",software,Database,2,3,2,Resolved,Db2 DBA,2026-07-28 09:34:08,2026-07-29 14:13:14,"Identified and killed the blocking thread, user retried successfully. No permanent action taken."
INC0010068,LGUPDB01 timeout during policy update - recurring,"User attempted Update Policy on SSP2 (endowment). LGUPDB01 received SQLCODE -911 (deadlock/timeout, rollback) while updating the POLICY row. Occurs most often during the overlapping batch reconciliation window.

Duplicate/related incidents in this recurring thread: INC0010057, INC0010058, INC0010059, INC0010060, INC0010061, INC0010062, INC0010063, INC0010064, INC0010065, INC0010066, INC0010067 (11 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP2
Program: LGUPDB01
SQLCODE: -911
Return code: 90
Recurring pattern: PTN-002 (occurrence 12)
Related/duplicate incidents: INC0010057, INC0010058, INC0010059, INC0010060, INC0010061, INC0010062, INC0010063, INC0010064, INC0010065, INC0010066, INC0010067
Suggested assignment group: Db2 DBA",software,Database,2,3,2,Resolved,Db2 DBA,2026-08-02 14:01:33,2026-08-02 18:16:12,"Confirmed recurring contention between online policy updates and the GENABAT2 nightly reconciliation batch, which holds POLICY rows longer than expected. Batch window rescheduled outside online hours and commit frequency increased in the batch job. No recurrence in 3 weeks post-change."
INC0010069,SSP3 house policy add returning short COMMAREA error,"SSP3 (House Policy) transactions failing with CA-RETURN-CODE 98 (COMMAREA too short). Traced to an upstream batch-generated feed file populating fewer bytes than LGUPOL01 expects for house-policy-specific fields.

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP3
Program: LGUPOL01
Job: GENAHFED
Return code: 98
Recurring pattern: PTN-003 (occurrence 1)
Suggested assignment group: Mainframe Application Support",software,Batch,3,2,3,Resolved,Mainframe Application Support,2026-06-23 19:19:55,2026-06-24 03:16:34,"Re-ran GENAHFED feed job manually with prior day's layout, records loaded, ticket closed."
INC0010070,House policy transactions failing with RC 98,"SSP3 (House Policy) transactions failing with CA-RETURN-CODE 98 (COMMAREA too short). Traced to an upstream batch-generated feed file populating fewer bytes than LGUPOL01 expects for house-policy-specific fields.

Duplicate/related incidents in this recurring thread: INC0010069 (1 prior occurrence of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP3
Program: LGUPOL01
Job: GENAHFED
Return code: 98
Recurring pattern: PTN-003 (occurrence 2)
Related/duplicate incidents: INC0010069
Suggested assignment group: Mainframe Application Support",software,Batch,3,2,3,Resolved,Mainframe Application Support,2026-06-29 14:52:58,2026-06-29 17:53:24,"Re-ran GENAHFED feed job manually with prior day's layout, records loaded, ticket closed."
INC0010071,SSP3 add/update failing again - COMMAREA too short,"SSP3 (House Policy) transactions failing with CA-RETURN-CODE 98 (COMMAREA too short). Traced to an upstream batch-generated feed file populating fewer bytes than LGUPOL01 expects for house-policy-specific fields.

Duplicate/related incidents in this recurring thread: INC0010069, INC0010070 (2 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP3
Program: LGUPOL01
Job: GENAHFED
Return code: 98
Recurring pattern: PTN-003 (occurrence 3)
Related/duplicate incidents: INC0010069, INC0010070
Suggested assignment group: Mainframe Application Support",software,Batch,3,2,3,Resolved,Mainframe Application Support,2026-07-03 14:35:20,2026-07-03 20:22:40,Same feed truncation as before. Ops re-ran job again with manual byte-count override.
INC0010072,SSP3 house policy add returning short COMMAREA error,"SSP3 (House Policy) transactions failing with CA-RETURN-CODE 98 (COMMAREA too short). Traced to an upstream batch-generated feed file populating fewer bytes than LGUPOL01 expects for house-policy-specific fields.

Duplicate/related incidents in this recurring thread: INC0010069, INC0010070, INC0010071 (3 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP3
Program: LGUPOL01
Job: GENAHFED
Return code: 98
Recurring pattern: PTN-003 (occurrence 4)
Related/duplicate incidents: INC0010069, INC0010070, INC0010071
Suggested assignment group: Mainframe Application Support",software,Batch,3,2,3,Resolved,Mainframe Application Support,2026-07-05 15:48:57,2026-07-06 13:59:01,Same feed truncation as before. Ops re-ran job again with manual byte-count override.
INC0010073,House policy transactions failing with RC 98,"SSP3 (House Policy) transactions failing with CA-RETURN-CODE 98 (COMMAREA too short). Traced to an upstream batch-generated feed file populating fewer bytes than LGUPOL01 expects for house-policy-specific fields.

Duplicate/related incidents in this recurring thread: INC0010069, INC0010070, INC0010071, INC0010072 (4 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP3
Program: LGUPOL01
Job: GENAHFED
Return code: 98
Recurring pattern: PTN-003 (occurrence 5)
Related/duplicate incidents: INC0010069, INC0010070, INC0010071, INC0010072
Suggested assignment group: Mainframe Application Support",software,Batch,3,2,3,Resolved,Mainframe Application Support,2026-07-11 17:41:21,2026-07-12 05:31:06,Same feed truncation as before. Ops re-ran job again with manual byte-count override.
INC0010074,SSP3 add/update failing again - COMMAREA too short,"SSP3 (House Policy) transactions failing with CA-RETURN-CODE 98 (COMMAREA too short). Traced to an upstream batch-generated feed file populating fewer bytes than LGUPOL01 expects for house-policy-specific fields.

Duplicate/related incidents in this recurring thread: INC0010069, INC0010070, INC0010071, INC0010072, INC0010073 (5 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP3
Program: LGUPOL01
Job: GENAHFED
Return code: 98
Recurring pattern: PTN-003 (occurrence 6)
Related/duplicate incidents: INC0010069, INC0010070, INC0010071, INC0010072, INC0010073
Suggested assignment group: Mainframe Application Support",software,Batch,3,2,3,Resolved,Mainframe Application Support,2026-07-16 10:04:15,2026-07-16 20:52:31,"Re-ran GENAHFED feed job manually with prior day's layout, records loaded, ticket closed."
